"","ID","COUNTRY_NAME","ISO2","ADMIN1","ADMIN2","SITE_NAME","SITE_CODE","LATITUDE","LONGITUDE","TEST_TYPE","INSECTICIDE_CLASS","INSECTICIDE_CONC","INSECTICIDE_INTENSITY","INSECTICIDE_TYPE","YEAR_START","VECTOR_SPECIES","STAGE_ORIGIN","MOSQUITO_NUMBER","TIME_HOLDING_POSTEXPOSURE","MORTALITY_ADJUSTED","RESISTANCE_INTENSITY","DATA_SOURCE","CITATION","CITATION_URL","DATA_CURATOR"
"114","IRInt51","Côte d’Ivoire","CI","San-Pedro","San Pedro","San-Pedro","IRCI57",4.758807,-6.691275,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,47.5,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"115","IRDis75","Côte d’Ivoire","CI","Belier","Yamoussoukro","Yamoussoukro","IRCI77",6.78168,-5.27089,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,4.3,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"116","IRInt52","Côte d’Ivoire","CI","Belier","Yamoussoukro","Yamoussoukro","IRCI77",6.78168,-5.27089,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,27.2,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"117","IRInt53","Côte d’Ivoire","CI","Belier","Yamoussoukro","Yamoussoukro","IRCI77",6.78168,-5.27089,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,62,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"118","IRDis76","Côte d’Ivoire","CI","Indenie-Djuablin","Abengourou","Abengourou","IRCI1",6.729096,-3.49632,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,1,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"119","IRInt54","Côte d’Ivoire","CI","Indenie-Djuablin","Abengourou","Abengourou","IRCI1",6.729096,-3.49632,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,42.6,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"120","IRInt55","Côte d’Ivoire","CI","Indenie-Djuablin","Abengourou","Abengourou","IRCI1",6.729096,-3.49632,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,63.8,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"121","IRDis77","Côte d’Ivoire","CI","Sud-Comoe","Aboisso","Aboisso","IRCI84",5.473,-3.21108,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,0,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"122","IRInt56","Côte d’Ivoire","CI","Sud-Comoe","Aboisso","Aboisso","IRCI84",5.473,-3.21108,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,18.1,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"123","IRInt57","Côte d’Ivoire","CI","Sud-Comoe","Aboisso","Aboisso","IRCI84",5.473,-3.21108,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,65.8,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"124","IRDis78","Côte d’Ivoire","CI","Me","Adzope","Adzope","IRCI4",6.1069,-3.8619,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,2.2,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"125","IRInt58","Côte d’Ivoire","CI","Me","Adzope","Adzope","IRCI4",6.1069,-3.8619,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,27.5,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"126","IRInt59","Côte d’Ivoire","CI","Me","Adzope","Adzope","IRCI4",6.1069,-3.8619,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,60.9,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"127","IRDis79","Côte d’Ivoire","CI","Gbeke","Beoumi","Beoumi","IRCI90",7.672502,-5.593886,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,0,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"128","IRInt60","Côte d’Ivoire","CI","Gbeke","Beoumi","Beoumi","IRCI90",7.672502,-5.593886,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,64.2,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"129","IRInt61","Côte d’Ivoire","CI","Gbeke","Beoumi","Beoumi","IRCI90",7.672502,-5.593886,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,97,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"130","IRDis80","Côte d’Ivoire","CI","Indenie-Djuablin","Bettie","Bettie","IRCI91",6.070502,-3.420461,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,1.2,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"131","IRInt62","Côte d’Ivoire","CI","Indenie-Djuablin","Bettie","Bettie","IRCI91",6.070502,-3.420461,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,68.5,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"132","IRInt63","Côte d’Ivoire","CI","Indenie-Djuablin","Bettie","Bettie","IRCI91",6.070502,-3.420461,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,81.1,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"133","IRDis81","Côte d’Ivoire","CI","Gbeke","Bouake Sud","Bouake","IRCI16",7.666667,-5.0166,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,2.2,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"134","IRInt64","Côte d’Ivoire","CI","Gbeke","Bouake Sud","Bouake","IRCI16",7.666667,-5.0166,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,38.5,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"135","IRInt65","Côte d’Ivoire","CI","Gbeke","Bouake Sud","Bouake","IRCI16",7.666667,-5.0166,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,58.5,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"136","IRDis82","Côte d’Ivoire","CI","Bounkani","Bouna","Bouna","IRCI17",9.271,-2.992,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,7.3,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"137","IRInt66","Côte d’Ivoire","CI","Bounkani","Bouna","Bouna","IRCI17",9.271,-2.992,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,60.7,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"138","IRInt67","Côte d’Ivoire","CI","Bounkani","Bouna","Bouna","IRCI17",9.271,-2.992,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,90.3,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"139","IRInt8","Côte d’Ivoire","CI","Agneby-Tiassa","Agboville","Agboville","IRCI5",5.9318,-4.2181,"CDC bottle bioassay, adults","Pyrethroids",10.75,"Medium","Permethrin",2020,"An. gambiae s.l.","F0_ADULTS_(WILD_COLLECTED)","Not available",30,63,"Moderate to high intensity","Centre Suisse de Recherches Scientifiques en Côte d’Ivoire","Meiwald AE et al. (2020) Reduced long-lasting insecticidal net efficacy and pyrethroid insecticide resistance are associated with over-expression of CYP6P4, CYP6P3 and CYP6Z1 in populations of Anopheles coluzzii from South-East Côte d'Ivoire. J Infect Dis. 2020 Nov 11:jiaa699.","https://pubmed.ncbi.nlm.nih.gov/33175129/","World Health Organization"
"140","IRDis3","Côte d’Ivoire","CI","Agneby-Tiassa","Agboville","Agboville","IRCI5",5.9318,-4.2181,"CDC bottle bioassay, adults","Pyrethroids",2.15,"Low","Permethrin",2020,"An. gambiae s.l.","F0_ADULTS_(WILD_COLLECTED)","Not available",30,9,"N/A","Centre Suisse de Recherches Scientifiques en Côte d’Ivoire","Meiwald AE et al. (2020) Reduced long-lasting insecticidal net efficacy and pyrethroid insecticide resistance are associated with over-expression of CYP6P4, CYP6P3 and CYP6Z1 in populations of Anopheles coluzzii from South-East Côte d'Ivoire. J Infect Dis. 2020 Nov 11:jiaa699.","https://pubmed.ncbi.nlm.nih.gov/33175129/","World Health Organization"
"141","IRInt9","Côte d’Ivoire","CI","Agneby-Tiassa","Agboville","Agboville","IRCI5",5.9318,-4.2181,"CDC bottle bioassay, adults","Pyrethroids",2.15,"High","Permethrin",2020,"An. gambiae s.l.","F0_ADULTS_(WILD_COLLECTED)","Not available",30,71,"High intensity","Centre Suisse de Recherches Scientifiques en Côte d’Ivoire","Meiwald AE et al. (2020) Reduced long-lasting insecticidal net efficacy and pyrethroid insecticide resistance are associated with over-expression of CYP6P4, CYP6P3 and CYP6Z1 in populations of Anopheles coluzzii from South-East Côte d'Ivoire. J Infect Dis. 2020 Nov 11:jiaa699.","https://pubmed.ncbi.nlm.nih.gov/33175129/","World Health Organization"
"142","IRDis83","Côte d’Ivoire","CI","Haut-Sassandra","Daloa","Daloa","IRCI19",6.8777,-6.4513,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,1.2,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"143","IRInt68","Côte d’Ivoire","CI","Haut-Sassandra","Daloa","Daloa","IRCI19",6.8777,-6.4513,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,12,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"144","IRInt69","Côte d’Ivoire","CI","Haut-Sassandra","Daloa","Daloa","IRCI19",6.8777,-6.4513,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,41.4,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"145","IRDis84","Côte d’Ivoire","CI","Hambol","Dabakala","Dabakala","IRCI92",8.36333,-4.428611,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,4.1,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"146","IRInt70","Côte d’Ivoire","CI","Hambol","Dabakala","Dabakala","IRCI92",8.36333,-4.428611,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,43.2,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"147","IRInt71","Côte d’Ivoire","CI","Hambol","Dabakala","Dabakala","IRCI92",8.36333,-4.428611,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,77.8,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"148","IRDis85","Côte d’Ivoire","CI","Goh","Gagnoa 1","Gagnoa","IRCI26",6.151442,-5.95154,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,6.5,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"149","IRInt72","Côte d’Ivoire","CI","Goh","Gagnoa 1","Gagnoa","IRCI26",6.151442,-5.95154,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,37.1,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"150","IRInt73","Côte d’Ivoire","CI","Goh","Gagnoa 1","Gagnoa","IRCI26",6.151442,-5.95154,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,86,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"151","IRDis86","Côte d’Ivoire","CI","Bounkani","Nassian","Nassian","IRCI93",8.452464,-3.476014,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,5.1,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"152","IRInt74","Côte d’Ivoire","CI","Bounkani","Nassian","Nassian","IRCI93",8.452464,-3.476014,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,96,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"153","IRInt75","Côte d’Ivoire","CI","Bounkani","Nassian","Nassian","IRCI93",8.452464,-3.476014,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,100,"Low intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"154","IRDis87","Côte d’Ivoire","CI","Kabadougou","Odienne","Odienne","IRCI51",9.503715,-7.579168,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,2,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"155","IRInt76","Côte d’Ivoire","CI","Kabadougou","Odienne","Odienne","IRCI51",9.503715,-7.579168,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,71.7,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"156","IRInt77","Côte d’Ivoire","CI","Kabadougou","Odienne","Odienne","IRCI51",9.503715,-7.579168,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,100,"Low intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"157","IRDis88","Côte d’Ivoire","CI","Gbeke","Sakassou","Sakassou","IRCI87",7.442324,-5.293114,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,5.3,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"158","IRInt78","Côte d’Ivoire","CI","Gbeke","Sakassou","Sakassou","IRCI87",7.442324,-5.293114,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,88.2,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"159","IRInt79","Côte d’Ivoire","CI","Gbeke","Sakassou","Sakassou","IRCI87",7.442324,-5.293114,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,88.2,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"160","IRDis89","Côte d’Ivoire","CI","San-Pedro","San Pedro","San-Pedro","IRCI57",4.758807,-6.691275,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,4.3,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
