ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,INSECTICIDE_TYPE,YEAR_START,VECTOR_SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TIME_HOLDING_POSTEXPOSURE,MORTALITY_ADJUSTED,RESISTANCE_INTENSITY,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IR000020328,Uganda,UG,Bukedi,Tororo,Tororo,IRUG103,0.678227,34.186567,"CDC bottle bioassay, adults",Pyrethroids,107.5µg,5,Permethrin,2015,An. gambiae s.l.,NR,25,30MINS,19.20,Moderate to high intensity,N/A,Okia et al. (2018) Insecticide resistance status of the malaria mosquitoes: Anopheles gambiae and Anopheles funestus in eastern and northern Uganda.. Malar J.17(1):157,https://www.ncbi.nlm.nih.gov/pubmed/29625585,World Health Organization
IR000020323,Uganda,UG,Bukedi,Tororo,Tororo,IRUG103,0.678227,34.186567,"CDC bottle bioassay, adults",Pyrethroids,21.5µg,1,Permethrin,2015,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),147,30MINS,67.30,N/A,N/A,Okia et al. (2018) Insecticide resistance status of the malaria mosquitoes: Anopheles gambiae and Anopheles funestus in eastern and northern Uganda.. Malar J.17(1):157,https://www.ncbi.nlm.nih.gov/pubmed/29625585,World Health Organization
IR000020329,Uganda,UG,Bukedi,Tororo,Tororo,IRUG103,0.678227,34.186567,"CDC bottle bioassay, adults",Pyrethroids,215µg,10,Permethrin,2015,An. gambiae s.l.,NR,25,30MINS,14.30,High intensity,N/A,Okia et al. (2018) Insecticide resistance status of the malaria mosquitoes: Anopheles gambiae and Anopheles funestus in eastern and northern Uganda.. Malar J.17(1):157,https://www.ncbi.nlm.nih.gov/pubmed/29625585,World Health Organization
IR000017907,India,IN,Gujarat,Narmada,Gabhana,IRIN65,21.906000,73.677800,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2015,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),30,24HRS,96.70,Moderate to high intensity,RDD office Vadodara,RDD office Vadodara,NA,World Health Organization
IR000017908,India,IN,Gujarat,Narmada,Gabhana,IRIN65,21.906000,73.677800,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2015,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),30,24HRS,90.00,Moderate to high intensity,RDD office Vadodara,RDD office Vadodara,NA,World Health Organization
IR000022140,India,IN,Gujarat,Narmada,Gabhana,IRIN65,21.906000,73.677800,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2016,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),30,24HRS,96.70,Moderate to high intensity,RDD Office Vadodara,RDD Office Vadodara,NA,World Health Organization
IR000017951,India,IN,Gujarat,Surendranagar,Gedia,IRIN72,23.324100,71.830400,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2015,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),15,24HRS,93.30,Moderate to high intensity,RDD office Ahmedabad,RDD office Ahmedabad,NA,World Health Organization
IR000011829,Peru,PE,Tumbes,Tumbes,Puerto Pizarro,IRPE9,-3.503706,-80.390916,"CDC bottle bioassay, adults",Organophosphates,250µg,5,Malathion,2013,An. albimanus,NR,57,30MINS,85.00,Moderate to high intensity,N/A,"Liebman et al. (2015) Novel mutations on the ace-1 gene of the malaria vector Anopheles albimanus provide evidence for balancing selection in an area of high insecticide resistance in Peru.. Malar J. 2015 Feb 14,14:74",https://www.ncbi.nlm.nih.gov/pubmed/25889700,World Health Organization
IR000011822,Peru,PE,Tumbes,Tumbes,Puerto Pizarro,IRPE9,-3.503706,-80.390916,"CDC bottle bioassay, adults",Organophosphates,50µg,1,Malathion,2013,An. albimanus,NR,64,30MINS,50.00,N/A,N/A,"Liebman et al. (2015) Novel mutations on the ace-1 gene of the malaria vector Anopheles albimanus provide evidence for balancing selection in an area of high insecticide resistance in Peru.. Malar J. 2015 Feb 14,14:74",https://www.ncbi.nlm.nih.gov/pubmed/25889700,World Health Organization
IR000011830,Peru,PE,Tumbes,Tumbes,Puerto Pizarro,IRPE9,-3.503706,-80.390916,"CDC bottle bioassay, adults",Organophosphates,500µg,10,Malathion,2013,An. albimanus,NR,55,30MINS,86.00,High intensity,N/A,"Liebman et al. (2015) Novel mutations on the ace-1 gene of the malaria vector Anopheles albimanus provide evidence for balancing selection in an area of high insecticide resistance in Peru.. Malar J. 2015 Feb 14,14:74",https://www.ncbi.nlm.nih.gov/pubmed/25889700,World Health Organization
IR000022141,India,IN,Gujarat,Narmada,Gabhana,IRIN65,21.906000,73.677800,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2016,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),30,24HRS,90.00,Moderate to high intensity,RDD Office Vadodara,RDD Office Vadodara,NA,World Health Organization
IR000023382,India,IN,Gujarat,Dahod,Motikhajuri,IRIN142,22.701200,73.962400,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2016,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),40,24HRS,97.50,Moderate to high intensity,RDD Office Vadodara,RDD Office Vadodara,NA,World Health Organization
IR000023385,India,IN,Gujarat,Panchmahals,Sajora,IRIN191,22.801118,73.559413,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2016,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),30,24HRS,90.00,Moderate to high intensity,RDD Office Vadodara,RDD Office Vadodara,NA,World Health Organization
IR000026803,Yemen,YE,Dhamar,Wisab Alsafil,Kabat ASharif,IRYE24,14.370018,43.511675,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),114,24HRS,87.70,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026804,Yemen,YE,Dhamar,Wisab Alsafil,Kabat ASharif,IRYE24,14.370018,43.511675,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),147,24HRS,100.00,Low intensity,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026805,Yemen,YE,Ibb,Fara Aludain,Asfal Hiran,IRYE18,13.918000,43.730900,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),41,24HRS,47.10,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026806,Yemen,YE,Ibb,Fara Aludain,Asfal Hiran,IRYE18,13.918000,43.730900,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),107,24HRS,100.00,Low intensity,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026807,Yemen,YE,Hajjah,Altor,until,IRYE17,15.583687,43.300209,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),70,24HRS,89.70,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026808,Yemen,YE,Hajjah,Altor,until,IRYE17,15.583687,43.300209,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),81,24HRS,100.00,Low intensity,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026809,Yemen,YE,Hajjah,Gufl Shamr,Al Meashash,IRYE6,15.938170,43.312840,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2018,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),95,24HRS,74.20,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026810,Yemen,YE,Hajjah,Gufl Shamr,Al Meashash,IRYE6,15.938170,43.312840,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2018,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),106,24HRS,97.20,Moderate to high intensity,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026811,Yemen,YE,Hajjah,Gufl Shamr,Al Meashash,IRYE6,15.938170,43.312840,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),75,24HRS,75.00,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026812,Yemen,YE,Hajjah,Gufl Shamr,Al Meashash,IRYE6,15.938170,43.312840,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),139,24HRS,100.00,Low intensity,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026817,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,12.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026818,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026821,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,86.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026822,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026823,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,10,Deltamethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026825,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,28.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026826,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026827,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,10,Lambda-cyhalothrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026829,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,48.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026830,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,86.00,Moderate to high intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026831,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,10,Alpha-cypermethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,78.00,High intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026833,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.15%,1,Cyfluthrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,48.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026834,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.75%,5,Cyfluthrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026836,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,1,Etofenprox,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,10.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026837,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,2.5%,5,Etofenprox,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026851,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,12.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026852,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,98.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026859,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,56.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026860,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026861,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,10,Lambda-cyhalothrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026863,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,70.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026864,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,86.00,Moderate to high intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026865,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,10,Alpha-cypermethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,78.00,High intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026867,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.15%,1,Cyfluthrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,58.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026868,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.75%,5,Cyfluthrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,98.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026870,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,1,Etofenprox,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,24.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026871,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,2.5%,5,Etofenprox,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,92.00,Moderate to high intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026855,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,66.00,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026856,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026857,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.800000,WHO tube test,Pyrethroids,0.5%,10,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,24HRS,100.00,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000019997,India,IN,Gujarat,Panchmahals,Sajora,IRIN191,22.801118,73.559413,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2015,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),30,24HRS,93.30,Moderate to high intensity,RDD office Vadodara,RDD office Vadodara,NA,World Health Organization
IR000022142,India,IN,Gujarat,Narmada,Gabhana,IRIN65,21.906000,73.677800,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2016,An. culicifacies s.l.,F0_ADULTS_(WILD_COLLECTED),30,24HRS,56.70,Moderate to high intensity,RDD Office Vadodara,RDD Office Vadodara,NA,World Health Organization
IR000027895,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.615260,3.506900,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,24HRS,16.70,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027896,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.615260,3.506900,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,24HRS,55.00,Moderate to high intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027897,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.615260,3.506900,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,24HRS,89.00,High intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027899,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,24HRS,32.00,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027900,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,24HRS,66.00,Moderate to high intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027901,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,24HRS,95.00,High intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027903,Nigeria,NG,Ogun,Ijebu Ode,Igara,IRNG40,6.718242,3.940030,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,24HRS,85.00,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
